eps1,eps2,i,j,freq_MHz,strength,a_J,a_F1,a_F,a_ef,a_mF,a_parity,b_J,b_F1,b_F,b_ef,b_mF,b_parity
sigma+,sigma-,106,78,-72811.345515,3.143859e-03,5,5,4.5,f,-4.5,+1,4,4,4.5,e,-2.5,+1
sigma+,sigma-,128,77,-72807.840431,1.487991e-01,5,5,5.5,f,-5.5,+1,4,4,4.5,e,-3.5,+1
sigma+,sigma-,129,78,-72807.827359,2.168729e-01,5,5,5.5,f,-4.5,+1,4,4,4.5,e,-2.5,+1
sigma+,sigma-,130,79,-72807.814267,2.281711e-01,5,5,5.5,f,-3.5,+1,4,4,4.5,e,-1.5,+1
sigma+,sigma-,131,80,-72807.801155,2.032183e-01,5,5,5.5,f,-2.5,+1,4,4,4.5,e,-0.5,+1
sigma+,sigma-,132,81,-72807.788024,1.590730e-01,5,5,5.5,f,-1.5,+1,4,4,4.5,e,+0.5,+1
sigma+,sigma-,133,82,-72807.774874,1.092880e-01,5,5,5.5,f,-0.5,+1,4,4,4.5,e,+1.5,+1
sigma+,sigma-,134,83,-72807.761705,6.387209e-02,5,5,5.5,f,+0.5,+1,4,4,4.5,e,+2.5,+1
sigma+,sigma-,135,84,-72807.748518,2.925329e-02,5,5,5.5,f,+1.5,+1,4,4,4.5,e,+3.5,+1
sigma+,sigma-,136,85,-72807.735313,8.242682e-03,5,5,5.5,f,+2.5,+1,4,4,4.5,e,+4.5,+1
sigma+,sigma-,106,61,-72806.958950,1.713435e-01,5,5,4.5,f,-4.5,+1,4,4,3.5,e,-2.5,+1
sigma+,sigma-,107,62,-72806.939305,2.281258e-01,5,5,4.5,f,-3.5,+1,4,4,3.5,e,-1.5,+1
sigma+,sigma-,108,63,-72806.919679,2.135607e-01,5,5,4.5,f,-2.5,+1,4,4,3.5,e,-0.5,+1
sigma+,sigma-,109,64,-72806.900074,1.624820e-01,5,5,4.5,f,-1.5,+1,4,4,3.5,e,+0.5,+1
sigma+,sigma-,110,65,-72806.880487,1.014088e-01,5,5,4.5,f,-0.5,+1,4,4,3.5,e,+1.5,+1
sigma+,sigma-,111,66,-72806.860919,4.860873e-02,5,5,4.5,f,+0.5,+1,4,4,3.5,e,+2.5,+1
sigma+,sigma-,112,67,-72806.841370,1.415812e-02,5,5,4.5,f,+1.5,+1,4,4,3.5,e,+3.5,+1
sigma+,sigma-,128,60,-72803.473941,1.939367e-02,5,5,5.5,f,-5.5,+1,4,4,3.5,e,-3.5,+1
sigma+,sigma-,129,61,-72803.440793,1.223029e-02,5,5,5.5,f,-4.5,+1,4,4,3.5,e,-2.5,+1
sigma+,sigma-,130,62,-72803.407717,7.272405e-03,5,5,5.5,f,-3.5,+1,4,4,3.5,e,-1.5,+1
sigma+,sigma-,131,63,-72803.374712,4.004186e-03,5,5,5.5,f,-2.5,+1,4,4,3.5,e,-0.5,+1
sigma+,sigma-,132,64,-72803.341776,1.984318e-03,5,5,5.5,f,-1.5,+1,4,4,3.5,e,+0.5,+1
sigma+,sigma-,133,65,-72803.308910,8.429072e-04,5,5,5.5,f,-0.5,+1,4,4,3.5,e,+1.5,+1
sigma+,sigma-,134,66,-72803.276111,2.784977e-04,5,5,5.5,f,+0.5,+1,4,4,3.5,e,+2.5,+1
sigma+,sigma-,135,67,-72803.243380,5.521187e-05,5,5,5.5,f,+1.5,+1,4,4,3.5,e,+3.5,+1
sigma+,sigma-,38,9,-72764.240886,4.472170e-02,3,3,2.5,f,-2.5,+1,1,1,1.5,f,-0.5,+1
sigma+,sigma-,39,10,-72764.113872,3.489023e-02,3,3,2.5,f,-1.5,+1,1,1,1.5,f,+0.5,+1
sigma+,sigma-,40,11,-72763.984808,1.276870e-02,3,3,2.5,f,-0.5,+1,1,1,1.5,f,+1.5,+1
