eps1,eps2,i,j,freq_MHz,strength,a_J,a_F1,a_F,a_ef,a_mF,a_parity,b_J,b_F1,b_F,b_ef,b_mF,b_parity
sigma+,sigma-,120,35,-130906.286670,6.049462e-10,5,5,5.5,e,-1.5,-1,3,3,2.5,e,+0.5,-1
sigma+,sigma-,121,36,-130906.281196,2.159651e-10,5,5,5.5,e,-0.5,-1,3,3,2.5,e,+1.5,-1
sigma+,sigma-,122,37,-130906.275724,4.317559e-11,5,5,5.5,e,+0.5,-1,3,3,2.5,e,+2.5,-1
sigma+,sigma-,68,27,-101863.542185,1.060985e-02,4,4,3.5,f,-3.5,-1,2,2,2.5,f,-1.5,-1
sigma+,sigma-,69,28,-101863.538838,1.211119e-02,4,4,3.5,f,-2.5,-1,2,2,2.5,f,-0.5,-1
sigma+,sigma-,70,29,-101863.535488,9.072654e-03,4,4,3.5,f,-1.5,-1,2,2,2.5,f,+0.5,-1
sigma+,sigma-,71,30,-101863.532135,4.833037e-03,4,4,3.5,f,-0.5,-1,2,2,2.5,f,+1.5,-1
sigma+,sigma-,72,31,-101863.528779,1.508544e-03,4,4,3.5,f,+0.5,-1,2,2,2.5,f,+2.5,-1
sigma+,sigma-,86,26,-101859.118408,2.380805e-01,4,4,4.5,f,-4.5,-1,2,2,2.5,f,-2.5,-1
sigma+,sigma-,87,27,-101859.113208,1.323113e-01,4,4,4.5,f,-3.5,-1,2,2,2.5,f,-1.5,-1
sigma+,sigma-,88,28,-101859.108005,6.617780e-02,4,4,4.5,f,-2.5,-1,2,2,2.5,f,-0.5,-1
sigma+,sigma-,89,29,-101859.102801,2.837139e-02,4,4,4.5,f,-1.5,-1,2,2,2.5,f,+0.5,-1
sigma+,sigma-,90,30,-101859.097594,9.460287e-03,4,4,4.5,f,-0.5,-1,2,2,2.5,f,+1.5,-1
sigma+,sigma-,91,31,-101859.092385,1.892688e-03,4,4,4.5,f,+0.5,-1,2,2,2.5,f,+2.5,-1
sigma+,sigma-,68,16,-101855.221972,2.142318e-01,4,4,3.5,f,-3.5,-1,2,2,1.5,f,-1.5,-1
sigma+,sigma-,69,17,-101855.212316,9.178275e-02,4,4,3.5,f,-2.5,-1,2,2,1.5,f,-0.5,-1
sigma+,sigma-,70,18,-101855.202663,3.058398e-02,4,4,3.5,f,-1.5,-1,2,2,1.5,f,+0.5,-1
sigma+,sigma-,71,19,-101855.193011,6.114745e-03,4,4,3.5,f,-0.5,-1,2,2,1.5,f,+1.5,-1
sigma+,sigma-,87,16,-101850.792994,3.237895e-12,4,4,4.5,f,-3.5,-1,2,2,1.5,f,-1.5,-1
sigma+,sigma-,88,17,-101850.781483,2.299951e-12,4,4,4.5,f,-2.5,-1,2,2,1.5,f,-0.5,-1
sigma+,sigma-,60,21,-101826.510639,1.060941e-02,4,4,3.5,e,-3.5,+1,2,2,2.5,e,-1.5,+1
sigma+,sigma-,61,22,-101826.507471,1.211036e-02,4,4,3.5,e,-2.5,+1,2,2,2.5,e,-0.5,+1
sigma+,sigma-,62,23,-101826.504300,9.071797e-03,4,4,3.5,e,-1.5,+1,2,2,2.5,e,+0.5,+1
sigma+,sigma-,63,24,-101826.501126,4.832455e-03,4,4,3.5,e,-0.5,+1,2,2,2.5,e,+1.5,+1
sigma+,sigma-,64,25,-101826.497949,1.508323e-03,4,4,3.5,e,+0.5,+1,2,2,2.5,e,+2.5,+1
sigma+,sigma-,76,20,-101822.087258,2.380805e-01,4,4,4.5,e,-4.5,+1,2,2,2.5,e,-2.5,+1
sigma+,sigma-,77,21,-101822.082108,1.323144e-01,4,4,4.5,e,-3.5,+1,2,2,2.5,e,-1.5,+1
sigma+,sigma-,78,22,-101822.076957,6.618087e-02,4,4,4.5,e,-2.5,+1,2,2,2.5,e,-0.5,+1
sigma+,sigma-,79,23,-101822.071803,2.837337e-02,4,4,4.5,e,-1.5,+1,2,2,2.5,e,+0.5,+1
sigma+,sigma-,80,24,-101822.066648,9.461162e-03,4,4,4.5,e,-0.5,+1,2,2,2.5,e,+1.5,+1
sigma+,sigma-,81,25,-101822.061490,1.892906e-03,4,4,4.5,e,+0.5,+1,2,2,2.5,e,+2.5,+1
sigma+,sigma-,60,12,-101818.190770,2.142292e-01,4,4,3.5,e,-3.5,+1,2,2,1.5,e,-1.5,+1
sigma+,sigma-,61,13,-101818.181063,9.178051e-02,4,4,3.5,e,-2.5,+1,2,2,1.5,e,-0.5,+1
sigma+,sigma-,62,14,-101818.171359,3.058286e-02,4,4,3.5,e,-1.5,+1,2,2,1.5,e,+0.5,+1
sigma+,sigma-,63,15,-101818.161656,6.114447e-03,4,4,3.5,e,-0.5,+1,2,2,1.5,e,+1.5,+1
sigma+,sigma-,77,12,-101813.762239,4.993502e-11,4,4,4.5,e,-3.5,+1,2,2,1.5,e,-1.5,+1
sigma+,sigma-,78,13,-101813.750549,3.790208e-11,4,4,4.5,e,-2.5,+1,2,2,1.5,e,-0.5,+1
sigma+,sigma-,79,14,-101813.738862,1.643735e-11,4,4,4.5,e,-1.5,+1,2,2,1.5,e,+0.5,+1
sigma+,sigma-,80,15,-101813.727178,3.695850e-12,4,4,4.5,e,-0.5,+1,2,2,1.5,e,+1.5,+1
sigma+,sigma-,113,85,-72811.416365,3.295642e-04,5,5,4.5,f,+2.5,+1,4,4,4.5,e,+4.5,+1
sigma+,sigma-,112,84,-72811.416352,7.695973e-04,5,5,4.5,f,+1.5,+1,4,4,4.5,e,+3.5,+1
sigma+,sigma-,111,83,-72811.416338,1.155319e-03,5,5,4.5,f,+0.5,+1,4,4,4.5,e,+2.5,+1
sigma+,sigma-,110,82,-72811.416323,1.376480e-03,5,5,4.5,f,-0.5,+1,4,4,4.5,e,+1.5,+1
sigma+,sigma-,109,81,-72811.416308,1.377582e-03,5,5,4.5,f,-1.5,+1,4,4,4.5,e,+0.5,+1
sigma+,sigma-,108,80,-72811.416293,1.158097e-03,5,5,4.5,f,-2.5,+1,4,4,4.5,e,-0.5,+1
sigma+,sigma-,107,79,-72811.416276,7.726839e-04,5,5,4.5,f,-3.5,+1,4,4,4.5,e,-1.5,+1
sigma+,sigma-,106,78,-72811.416259,3.314162e-04,5,5,4.5,f,-4.5,+1,4,4,4.5,e,-2.5,+1
sigma+,sigma-,128,77,-72807.846062,1.615793e-02,5,5,5.5,f,-5.5,+1,4,4,4.5,e,-3.5,+1
sigma+,sigma-,129,78,-72807.844754,2.350703e-02,5,5,5.5,f,-4.5,+1,4,4,4.5,e,-2.5,+1
sigma+,sigma-,130,79,-72807.843446,2.468719e-02,5,5,5.5,f,-3.5,+1,4,4,4.5,e,-1.5,+1
sigma+,sigma-,131,80,-72807.842137,2.194844e-02,5,5,5.5,f,-2.5,+1,4,4,4.5,e,-0.5,+1
sigma+,sigma-,132,81,-72807.840829,1.715055e-02,5,5,5.5,f,-1.5,+1,4,4,4.5,e,+0.5,+1
sigma+,sigma-,133,82,-72807.839520,1.176266e-02,5,5,5.5,f,-0.5,+1,4,4,4.5,e,+1.5,+1
sigma+,sigma-,134,83,-72807.838211,6.862880e-03,5,5,5.5,f,+0.5,+1,4,4,4.5,e,+2.5,+1
sigma+,sigma-,135,84,-72807.836902,3.137924e-03,5,5,5.5,f,+1.5,+1,4,4,4.5,e,+3.5,+1
sigma+,sigma-,136,85,-72807.835592,8.827117e-04,5,5,5.5,f,+2.5,+1,4,4,4.5,e,+4.5,+1
sigma+,sigma-,106,61,-72806.985745,1.850811e-02,5,5,4.5,f,-4.5,+1,4,4,3.5,e,-2.5,+1
sigma+,sigma-,107,62,-72806.983780,2.467394e-02,5,5,4.5,f,-3.5,+1,4,4,3.5,e,-1.5,+1
sigma+,sigma-,108,63,-72806.981814,2.312851e-02,5,5,4.5,f,-2.5,+1,4,4,3.5,e,-0.5,+1
sigma+,sigma-,109,64,-72806.979849,1.761920e-02,5,5,4.5,f,-1.5,+1,4,4,3.5,e,+0.5,+1
sigma+,sigma-,110,65,-72806.977884,1.101043e-02,5,5,4.5,f,-0.5,+1,4,4,3.5,e,+1.5,+1
sigma+,sigma-,111,66,-72806.975920,5.284253e-03,5,5,4.5,f,+0.5,+1,4,4,3.5,e,+2.5,+1
sigma+,sigma-,112,67,-72806.973955,1.541021e-03,5,5,4.5,f,+1.5,+1,4,4,3.5,e,+3.5,+1
sigma+,sigma-,128,60,-72803.417531,2.029874e-03,5,5,5.5,f,-5.5,+1,4,4,3.5,e,-3.5,+1
sigma+,sigma-,129,61,-72803.414240,1.290616e-03,5,5,5.5,f,-4.5,+1,4,4,3.5,e,-2.5,+1
sigma+,sigma-,130,62,-72803.410949,7.736975e-04,5,5,5.5,f,-3.5,+1,4,4,3.5,e,-1.5,+1
sigma+,sigma-,131,63,-72803.407659,4.294590e-04,5,5,5.5,f,-2.5,+1,4,4,3.5,e,-0.5,+1
sigma+,sigma-,132,64,-72803.404370,2.145433e-04,5,5,5.5,f,-1.5,+1,4,4,3.5,e,+0.5,+1
sigma+,sigma-,133,65,-72803.401081,9.186740e-05,5,5,5.5,f,-0.5,+1,4,4,3.5,e,+1.5,+1
sigma+,sigma-,134,66,-72803.397793,3.059593e-05,5,5,5.5,f,+0.5,+1,4,4,3.5,e,+2.5,+1
sigma+,sigma-,135,67,-72803.394505,6.113886e-06,5,5,5.5,f,+1.5,+1,4,4,3.5,e,+3.5,+1
sigma+,sigma-,38,9,-72764.324555,2.184224e-02,3,3,2.5,f,-2.5,+1,1,1,1.5,f,-0.5,+1
sigma+,sigma-,39,10,-72764.311843,1.743045e-02,3,3,2.5,f,-1.5,+1,1,1,1.5,f,+0.5,+1
sigma+,sigma-,40,11,-72764.299110,6.520256e-03,3,3,2.5,f,-0.5,+1,1,1,1.5,f,+1.5,+1
sigma+,sigma-,52,8,-72758.551521,1.713988e-01,3,3,3.5,f,-3.5,+1,1,1,1.5,f,-1.5,+1
sigma+,sigma-,53,9,-72758.535837,7.350729e-02,3,3,3.5,f,-2.5,+1,1,1,1.5,f,-0.5,+1
sigma+,sigma-,54,10,-72758.520134,2.451930e-02,3,3,3.5,f,-1.5,+1,1,1,1.5,f,+0.5,+1
sigma+,sigma-,55,11,-72758.504411,4.907228e-03,3,3,3.5,f,-0.5,+1,1,1,1.5,f,+1.5,+1
sigma+,sigma-,38,2,-72749.289243,1.332491e-01,3,3,2.5,f,-2.5,+1,1,1,0.5,f,-0.5,+1
sigma+,sigma-,39,3,-72749.251867,2.662496e-02,3,3,2.5,f,-1.5,+1,1,1,0.5,f,+0.5,+1
sigma+,sigma-,53,2,-72743.500525,6.947912e-09,3,3,3.5,f,-2.5,+1,1,1,0.5,f,-0.5,+1
sigma+,sigma-,54,3,-72743.460158,2.300022e-09,3,3,3.5,f,-1.5,+1,1,1,0.5,f,+0.5,+1
sigma+,sigma-,32,5,-72737.873104,2.184135e-02,3,3,2.5,e,-2.5,-1,1,1,1.5,e,-0.5,-1
sigma+,sigma-,33,6,-72737.860666,1.742933e-02,3,3,2.5,e,-1.5,-1,1,1,1.5,e,+0.5,-1
sigma+,sigma-,34,7,-72737.848207,6.519688e-03,3,3,2.5,e,-0.5,-1,1,1,1.5,e,+1.5,-1
sigma+,sigma-,44,4,-72732.100370,1.713988e-01,3,3,3.5,e,-3.5,-1,1,1,1.5,e,-1.5,-1
sigma+,sigma-,45,5,-72732.084796,7.351010e-02,3,3,3.5,e,-2.5,-1,1,1,1.5,e,-0.5,-1
sigma+,sigma-,46,6,-72732.069203,2.452116e-02,3,3,3.5,e,-1.5,-1,1,1,1.5,e,+0.5,-1
sigma+,sigma-,47,7,-72732.053589,4.907787e-03,3,3,3.5,e,-0.5,-1,1,1,1.5,e,+1.5,-1
sigma+,sigma-,32,0,-72722.837985,1.332472e-01,3,3,2.5,e,-2.5,-1,1,1,0.5,e,-0.5,-1
sigma+,sigma-,33,1,-72722.800499,2.662420e-02,3,3,2.5,e,-1.5,-1,1,1,0.5,e,+0.5,-1
sigma+,sigma-,45,0,-72717.049677,5.704051e-09,3,3,3.5,e,-2.5,-1,1,1,0.5,e,-0.5,-1
sigma+,sigma-,46,1,-72717.009035,1.887157e-09,3,3,3.5,e,-1.5,-1,1,1,0.5,e,+0.5,-1
sigma+,sigma-,103,95,-72679.170241,3.294869e-04,5,5,4.5,e,+2.5,-1,4,4,4.5,f,+4.5,-1
sigma+,sigma-,102,94,-72679.169089,7.692679e-04,5,5,4.5,e,+1.5,-1,4,4,4.5,f,+3.5,-1
sigma+,sigma-,101,93,-72679.167936,1.154601e-03,5,5,4.5,e,+0.5,-1,4,4,4.5,f,+2.5,-1
sigma+,sigma-,100,92,-72679.166782,1.375358e-03,5,5,4.5,e,-0.5,-1,4,4,4.5,f,+1.5,-1
sigma+,sigma-,99,91,-72679.165627,1.376192e-03,5,5,4.5,e,-1.5,-1,4,4,4.5,f,+0.5,-1
sigma+,sigma-,98,90,-72679.164472,1.156703e-03,5,5,4.5,e,-2.5,-1,4,4,4.5,f,-0.5,-1
sigma+,sigma-,97,89,-72679.163317,7.716044e-04,5,5,4.5,e,-3.5,-1,4,4,4.5,f,-1.5,-1
sigma+,sigma-,96,88,-72679.162160,3.308888e-04,5,5,4.5,e,-4.5,-1,4,4,4.5,f,-2.5,-1
sigma+,sigma-,116,87,-72675.591399,1.615840e-02,5,5,5.5,e,-5.5,-1,4,4,4.5,f,-3.5,-1
sigma+,sigma-,117,88,-72675.591125,2.350788e-02,5,5,5.5,e,-4.5,-1,4,4,4.5,f,-2.5,-1
sigma+,sigma-,118,89,-72675.590851,2.468827e-02,5,5,5.5,e,-3.5,-1,4,4,4.5,f,-1.5,-1
sigma+,sigma-,119,90,-72675.590578,2.194956e-02,5,5,5.5,e,-2.5,-1,4,4,4.5,f,-0.5,-1
sigma+,sigma-,120,91,-72675.590304,1.715155e-02,5,5,5.5,e,-1.5,-1,4,4,4.5,f,+0.5,-1
sigma+,sigma-,121,92,-72675.590029,1.176343e-02,5,5,5.5,e,-0.5,-1,4,4,4.5,f,+1.5,-1
sigma+,sigma-,122,93,-72675.589755,6.863381e-03,5,5,5.5,e,+0.5,-1,4,4,4.5,f,+2.5,-1
sigma+,sigma-,123,94,-72675.589481,3.138176e-03,5,5,5.5,e,+1.5,-1,4,4,4.5,f,+3.5,-1
sigma+,sigma-,124,95,-72675.589206,8.827890e-04,5,5,5.5,e,+2.5,-1,4,4,4.5,f,+4.5,-1
sigma+,sigma-,96,69,-72674.731327,1.850883e-02,5,5,4.5,e,-4.5,-1,4,4,3.5,f,-2.5,-1
sigma+,sigma-,97,70,-72674.730629,2.467502e-02,5,5,4.5,e,-3.5,-1,4,4,3.5,f,-1.5,-1
sigma+,sigma-,98,71,-72674.729931,2.312963e-02,5,5,4.5,e,-2.5,-1,4,4,3.5,f,-0.5,-1
sigma+,sigma-,99,72,-72674.729233,1.762014e-02,5,5,4.5,e,-1.5,-1,4,4,3.5,f,+0.5,-1
sigma+,sigma-,100,73,-72674.728535,1.101107e-02,5,5,4.5,e,-0.5,-1,4,4,3.5,f,+1.5,-1
sigma+,sigma-,101,74,-72674.727838,5.284584e-03,5,5,4.5,e,+0.5,-1,4,4,3.5,f,+2.5,-1
sigma+,sigma-,102,75,-72674.727140,1.541125e-03,5,5,4.5,e,+1.5,-1,4,4,3.5,f,+3.5,-1
sigma+,sigma-,116,68,-72671.162421,2.029406e-03,5,5,5.5,e,-5.5,-1,4,4,3.5,f,-3.5,-1
sigma+,sigma-,117,69,-72671.160292,1.289566e-03,5,5,5.5,e,-4.5,-1,4,4,3.5,f,-2.5,-1
sigma+,sigma-,118,70,-72671.158164,7.726177e-04,5,5,5.5,e,-3.5,-1,4,4,3.5,f,-1.5,-1
sigma+,sigma-,119,71,-72671.156036,4.286098e-04,5,5,5.5,e,-2.5,-1,4,4,3.5,f,-0.5,-1
sigma+,sigma-,120,72,-72671.153909,2.139944e-04,5,5,5.5,e,-1.5,-1,4,4,3.5,f,+0.5,-1
sigma+,sigma-,121,73,-72671.151783,9.157908e-05,5,5,5.5,e,-0.5,-1,4,4,3.5,f,+1.5,-1
sigma+,sigma-,122,74,-72671.149657,3.048217e-05,5,5,5.5,e,+0.5,-1,4,4,3.5,f,+2.5,-1
sigma+,sigma-,123,75,-72671.147532,6.087613e-06,5,5,5.5,e,+1.5,-1,4,4,3.5,f,+3.5,-1
sigma+,sigma-,68,46,-58240.920396,1.193109e-03,4,4,3.5,f,-3.5,-1,3,3,3.5,e,-1.5,-1
sigma+,sigma-,69,47,-58240.920202,2.554157e-03,4,4,3.5,f,-2.5,-1,3,3,3.5,e,-0.5,-1
sigma+,sigma-,70,48,-58240.920008,3.402208e-03,4,4,3.5,f,-1.5,-1,3,3,3.5,e,+0.5,-1
sigma+,sigma-,71,49,-58240.919812,3.398881e-03,4,4,3.5,f,-0.5,-1,3,3,3.5,e,+1.5,-1
sigma+,sigma-,72,50,-58240.919615,2.546670e-03,4,4,3.5,f,+0.5,-1,3,3,3.5,e,+2.5,-1
sigma+,sigma-,73,51,-58240.919416,1.187286e-03,4,4,3.5,f,+1.5,-1,3,3,3.5,e,+3.5,-1
sigma+,sigma-,86,45,-58236.493466,2.856316e-02,4,4,4.5,f,-4.5,-1,3,3,3.5,e,-2.5,-1
sigma+,sigma-,87,46,-58236.491418,3.809565e-02,4,4,4.5,f,-3.5,-1,3,3,3.5,e,-1.5,-1
sigma+,sigma-,88,47,-58236.489369,3.572538e-02,4,4,4.5,f,-2.5,-1,3,3,3.5,e,-0.5,-1
sigma+,sigma-,89,48,-58236.487320,2.722749e-02,4,4,4.5,f,-1.5,-1,3,3,3.5,e,+0.5,-1
sigma+,sigma-,90,49,-58236.485271,1.702227e-02,4,4,4.5,f,-0.5,-1,3,3,3.5,e,+1.5,-1
sigma+,sigma-,91,50,-58236.483221,8.173126e-03,4,4,4.5,f,+0.5,-1,3,3,3.5,e,+2.5,-1
sigma+,sigma-,92,51,-58236.481170,2.384539e-03,4,4,4.5,f,+1.5,-1,3,3,3.5,e,+3.5,-1
sigma+,sigma-,68,33,-58235.128932,3.305587e-02,4,4,3.5,f,-3.5,-1,3,3,2.5,e,-1.5,-1
sigma+,sigma-,69,34,-58235.125585,3.777036e-02,4,4,3.5,f,-2.5,-1,3,3,2.5,e,-0.5,-1
sigma+,sigma-,70,35,-58235.122238,2.832194e-02,4,4,3.5,f,-1.5,-1,3,3,2.5,e,+0.5,-1
