eps1,eps2,i,j,freq_MHz,strength,a_J,a_F1,a_F,a_ef,a_mF,a_parity,b_J,b_F1,b_F,b_ef,b_mF,b_parity
sigma+,sigma-,112,59,-130963.244949,4.685927e-04,5,5,4.5,f,+1.5,+1,3,3,3.5,f,+3.5,+1
sigma+,sigma-,128,52,-130959.710892,2.727193e-01,5,5,5.5,f,-5.5,+1,3,3,3.5,f,-3.5,+1
sigma+,sigma-,129,53,-130959.703847,1.736596e-01,5,5,5.5,f,-4.5,+1,3,3,3.5,f,-2.5,+1
sigma+,sigma-,130,54,-130959.696796,1.042621e-01,5,5,5.5,f,-3.5,+1,3,3,3.5,f,-1.5,+1
sigma+,sigma-,131,55,-130959.689742,5.796012e-02,5,5,5.5,f,-2.5,+1,3,3,3.5,f,-0.5,+1
sigma+,sigma-,132,56,-130959.682682,2.899837e-02,5,5,5.5,f,-1.5,+1,3,3,3.5,f,+0.5,+1
sigma+,sigma-,133,57,-130959.675618,1.243569e-02,5,5,5.5,f,-0.5,+1,3,3,3.5,f,+1.5,+1
sigma+,sigma-,134,58,-130959.668549,4.147830e-03,5,5,5.5,f,+0.5,+1,3,3,3.5,f,+2.5,+1
sigma+,sigma-,135,59,-130959.661475,8.300839e-04,5,5,5.5,f,+1.5,+1,3,3,3.5,f,+3.5,+1
sigma+,sigma-,106,38,-130957.489647,2.570066e-01,5,5,4.5,f,-4.5,+1,3,3,2.5,f,-2.5,+1
sigma+,sigma-,107,39,-130957.477592,1.427009e-01,5,5,4.5,f,-3.5,+1,3,3,2.5,f,-1.5,+1
sigma+,sigma-,108,40,-130957.465542,7.131041e-02,5,5,4.5,f,-2.5,+1,3,3,2.5,f,-0.5,+1
sigma+,sigma-,109,41,-130957.453497,3.054451e-02,5,5,4.5,f,-1.5,+1,3,3,2.5,f,+0.5,+1
sigma+,sigma-,110,42,-130957.441457,1.017583e-02,5,5,4.5,f,-0.5,+1,3,3,2.5,f,+1.5,+1
sigma+,sigma-,111,43,-130957.429422,2.034038e-03,5,5,4.5,f,+0.5,+1,3,3,2.5,f,+2.5,+1
sigma+,sigma-,129,38,-130953.930032,1.031481e-08,5,5,5.5,f,-4.5,+1,3,3,2.5,f,-2.5,+1
sigma+,sigma-,130,39,-130953.913990,1.031091e-08,5,5,5.5,f,-3.5,+1,3,3,2.5,f,-1.5,+1
sigma+,sigma-,131,40,-130953.897957,6.871260e-09,5,5,5.5,f,-2.5,+1,3,3,2.5,f,-0.5,+1
sigma+,sigma-,132,41,-130953.881933,3.434255e-09,5,5,5.5,f,-1.5,+1,3,3,2.5,f,+0.5,+1
sigma+,sigma-,133,42,-130953.865918,1.226016e-09,5,5,5.5,f,-0.5,+1,3,3,2.5,f,+1.5,+1
sigma+,sigma-,134,43,-130953.849913,2.450998e-10,5,5,5.5,f,+0.5,+1,3,3,2.5,f,+2.5,+1
sigma+,sigma-,96,45,-130915.648690,5.700913e-03,5,5,4.5,e,-4.5,-1,3,3,3.5,e,-2.5,-1
sigma+,sigma-,97,46,-130915.646034,7.582880e-03,5,5,4.5,e,-3.5,-1,3,3,3.5,e,-1.5,-1
sigma+,sigma-,98,47,-130915.643368,7.091863e-03,5,5,4.5,e,-2.5,-1,3,3,3.5,e,-0.5,-1
sigma+,sigma-,99,48,-130915.640692,5.390385e-03,5,5,4.5,e,-1.5,-1,3,3,3.5,e,+0.5,-1
sigma+,sigma-,100,49,-130915.638005,3.360952e-03,5,5,4.5,e,-0.5,-1,3,3,3.5,e,+1.5,-1
sigma+,sigma-,101,50,-130915.635308,1.609422e-03,5,5,4.5,e,+0.5,-1,3,3,3.5,e,+2.5,-1
sigma+,sigma-,102,51,-130915.632601,4.683029e-04,5,5,4.5,e,+1.5,-1,3,3,3.5,e,+3.5,-1
sigma+,sigma-,60,8,-130914.859571,4.808422e-09,4,4,3.5,e,-3.5,+1,1,1,1.5,f,-1.5,+1
sigma+,sigma-,61,9,-130914.815472,2.043294e-09,4,4,3.5,e,-2.5,+1,1,1,1.5,f,-0.5,+1
sigma+,sigma-,62,10,-130914.771186,6.753511e-10,4,4,3.5,e,-1.5,+1,1,1,1.5,f,+0.5,+1
sigma+,sigma-,63,11,-130914.726715,1.339350e-10,4,4,3.5,e,-0.5,+1,1,1,1.5,f,+1.5,+1
sigma+,sigma-,116,44,-130912.097439,2.727193e-01,5,5,5.5,e,-5.5,-1,3,3,3.5,e,-3.5,-1
sigma+,sigma-,117,45,-130912.090484,1.736684e-01,5,5,5.5,e,-4.5,-1,3,3,3.5,e,-2.5,-1
sigma+,sigma-,118,46,-130912.083524,1.042727e-01,5,5,5.5,e,-3.5,-1,3,3,3.5,e,-1.5,-1
sigma+,sigma-,119,47,-130912.076558,5.796892e-02,5,5,5.5,e,-2.5,-1,3,3,3.5,e,-0.5,-1
sigma+,sigma-,120,48,-130912.069588,2.900422e-02,5,5,5.5,e,-1.5,-1,3,3,3.5,e,+0.5,-1
sigma+,sigma-,121,49,-130912.062612,1.243881e-02,5,5,5.5,e,-0.5,-1,3,3,3.5,e,+1.5,-1
sigma+,sigma-,122,50,-130912.055631,4.149073e-03,5,5,5.5,e,+0.5,-1,3,3,3.5,e,+2.5,-1
sigma+,sigma-,123,51,-130912.048645,8.303731e-04,5,5,5.5,e,+1.5,-1,3,3,3.5,e,+3.5,-1
sigma+,sigma-,96,32,-130909.876104,2.569985e-01,5,5,4.5,e,-4.5,-1,3,3,2.5,e,-2.5,-1
sigma+,sigma-,97,33,-130909.863959,1.426920e-01,5,5,4.5,e,-3.5,-1,3,3,2.5,e,-1.5,-1
sigma+,sigma-,98,34,-130909.851820,7.130376e-02,5,5,4.5,e,-2.5,-1,3,3,2.5,e,-0.5,-1
sigma+,sigma-,99,35,-130909.839686,3.054074e-02,5,5,4.5,e,-1.5,-1,3,3,2.5,e,+0.5,-1
sigma+,sigma-,100,36,-130909.827558,1.017427e-02,5,5,4.5,e,-0.5,-1,3,3,2.5,e,+1.5,-1
sigma+,sigma-,101,37,-130909.815434,2.033664e-03,5,5,4.5,e,+0.5,-1,3,3,2.5,e,+2.5,-1
sigma+,sigma-,117,32,-130906.317898,1.661102e-08,5,5,5.5,e,-4.5,-1,3,3,2.5,e,-2.5,-1
sigma+,sigma-,118,33,-130906.301449,1.659048e-08,5,5,5.5,e,-3.5,-1,3,3,2.5,e,-1.5,-1
sigma+,sigma-,119,34,-130906.285011,1.104658e-08,5,5,5.5,e,-2.5,-1,3,3,2.5,e,-0.5,-1
sigma+,sigma-,120,35,-130906.268582,5.516394e-09,5,5,5.5,e,-1.5,-1,3,3,2.5,e,+0.5,-1
sigma+,sigma-,121,36,-130906.252165,1.967669e-09,5,5,5.5,e,-0.5,-1,3,3,2.5,e,+1.5,-1
sigma+,sigma-,122,37,-130906.235757,3.930379e-10,5,5,5.5,e,+0.5,-1,3,3,2.5,e,+2.5,-1
sigma+,sigma-,68,27,-101863.531243,1.066588e-02,4,4,3.5,f,-3.5,-1,2,2,2.5,f,-1.5,-1
sigma+,sigma-,69,28,-101863.521222,1.214612e-02,4,4,3.5,f,-2.5,-1,2,2,2.5,f,-0.5,-1
sigma+,sigma-,70,29,-101863.511177,9.077266e-03,4,4,3.5,f,-1.5,-1,2,2,2.5,f,+0.5,-1
sigma+,sigma-,71,30,-101863.501106,4.824108e-03,4,4,3.5,f,-0.5,-1,2,2,2.5,f,+1.5,-1
sigma+,sigma-,72,31,-101863.491010,1.502233e-03,4,4,3.5,f,+0.5,-1,2,2,2.5,f,+2.5,-1
sigma+,sigma-,86,26,-101859.130794,2.380803e-01,4,4,4.5,f,-4.5,-1,2,2,2.5,f,-2.5,-1
sigma+,sigma-,87,27,-101859.115212,1.324005e-01,4,4,4.5,f,-3.5,-1,2,2,2.5,f,-1.5,-1
sigma+,sigma-,88,28,-101859.099611,6.626681e-02,4,4,4.5,f,-2.5,-1,2,2,2.5,f,-0.5,-1
sigma+,sigma-,89,29,-101859.083992,2.842848e-02,4,4,4.5,f,-1.5,-1,2,2,2.5,f,+0.5,-1
sigma+,sigma-,90,30,-101859.068356,9.485598e-03,4,4,4.5,f,-0.5,-1,2,2,2.5,f,+1.5,-1
sigma+,sigma-,91,31,-101859.052701,1.899000e-03,4,4,4.5,f,+0.5,-1,2,2,2.5,f,+2.5,-1
sigma+,sigma-,68,16,-101855.229863,2.140864e-01,4,4,3.5,f,-3.5,-1,2,2,1.5,f,-1.5,-1
sigma+,sigma-,69,17,-101855.200889,9.165874e-02,4,4,3.5,f,-2.5,-1,2,2,1.5,f,-0.5,-1
sigma+,sigma-,70,18,-101855.171933,3.052227e-02,4,4,3.5,f,-1.5,-1,2,2,1.5,f,+0.5,-1
sigma+,sigma-,71,19,-101855.142995,6.098366e-03,4,4,3.5,f,-0.5,-1,2,2,1.5,f,+1.5,-1
sigma+,sigma-,87,16,-101850.813831,2.648914e-11,4,4,4.5,f,-3.5,-1,2,2,1.5,f,-1.5,-1
sigma+,sigma-,88,17,-101850.779277,1.665313e-11,4,4,4.5,f,-2.5,-1,2,2,1.5,f,-0.5,-1
sigma+,sigma-,89,18,-101850.744749,5.893658e-12,4,4,4.5,f,-1.5,-1,2,2,1.5,f,+0.5,-1
sigma+,sigma-,90,19,-101850.710245,1.062280e-12,4,4,4.5,f,-0.5,-1,2,2,1.5,f,+1.5,-1
sigma+,sigma-,60,21,-101826.496607,1.066456e-02,4,4,3.5,e,-3.5,+1,2,2,2.5,e,-1.5,+1
sigma+,sigma-,61,22,-101826.487126,1.214365e-02,4,4,3.5,e,-2.5,+1,2,2,2.5,e,-0.5,+1
sigma+,sigma-,62,23,-101826.477618,9.074700e-03,4,4,3.5,e,-1.5,+1,2,2,2.5,e,+0.5,+1
sigma+,sigma-,63,24,-101826.468084,4.822370e-03,4,4,3.5,e,-0.5,+1,2,2,2.5,e,+1.5,+1
sigma+,sigma-,64,25,-101826.458522,1.501577e-03,4,4,3.5,e,+0.5,+1,2,2,2.5,e,+2.5,+1
sigma+,sigma-,76,20,-101822.097341,2.380804e-01,4,4,4.5,e,-4.5,+1,2,2,2.5,e,-2.5,+1
sigma+,sigma-,77,21,-101822.081914,1.324098e-01,4,4,4.5,e,-3.5,+1,2,2,2.5,e,-1.5,+1
sigma+,sigma-,78,22,-101822.066466,6.627608e-02,4,4,4.5,e,-2.5,+1,2,2,2.5,e,-0.5,+1
sigma+,sigma-,79,23,-101822.051000,2.843442e-02,4,4,4.5,e,-1.5,+1,2,2,2.5,e,+0.5,+1
sigma+,sigma-,80,24,-101822.035515,9.488225e-03,4,4,4.5,e,-0.5,+1,2,2,2.5,e,+1.5,+1
sigma+,sigma-,81,25,-101822.020011,1.899654e-03,4,4,4.5,e,+0.5,+1,2,2,2.5,e,+2.5,+1
sigma+,sigma-,60,12,-101818.196256,2.140784e-01,4,4,3.5,e,-3.5,+1,2,2,1.5,e,-1.5,+1
sigma+,sigma-,61,13,-101818.167128,9.165197e-02,4,4,3.5,e,-2.5,+1,2,2,1.5,e,-0.5,+1
sigma+,sigma-,62,14,-101818.138020,3.051890e-02,4,4,3.5,e,-1.5,+1,2,2,1.5,e,+0.5,+1
sigma+,sigma-,63,15,-101818.108931,6.097475e-03,4,4,3.5,e,-0.5,+1,2,2,1.5,e,+1.5,+1
sigma+,sigma-,77,12,-101813.781563,4.676813e-10,4,4,4.5,e,-3.5,+1,2,2,1.5,e,-1.5,+1
sigma+,sigma-,78,13,-101813.746469,3.632403e-10,4,4,4.5,e,-2.5,+1,2,2,1.5,e,-0.5,+1
sigma+,sigma-,79,14,-101813.711402,1.610514e-10,4,4,4.5,e,-1.5,+1,2,2,1.5,e,+0.5,+1
sigma+,sigma-,80,15,-101813.676363,3.698993e-11,4,4,4.5,e,-0.5,+1,2,2,1.5,e,+1.5,+1
sigma+,sigma-,113,85,-72811.400784,3.276168e-04,5,5,4.5,f,+2.5,+1,4,4,4.5,e,+4.5,+1
sigma+,sigma-,112,84,-72811.400759,7.662595e-04,5,5,4.5,f,+1.5,+1,4,4,4.5,e,+3.5,+1
sigma+,sigma-,111,83,-72811.400727,1.152134e-03,5,5,4.5,f,+0.5,+1,4,4,4.5,e,+2.5,+1
sigma+,sigma-,110,82,-72811.400690,1.374873e-03,5,5,4.5,f,-0.5,+1,4,4,4.5,e,+1.5,+1
sigma+,sigma-,109,81,-72811.400646,1.378175e-03,5,5,4.5,f,-1.5,+1,4,4,4.5,e,+0.5,+1
sigma+,sigma-,108,80,-72811.400596,1.160455e-03,5,5,4.5,f,-2.5,+1,4,4,4.5,e,-0.5,+1
sigma+,sigma-,107,79,-72811.400539,7.755058e-04,5,5,4.5,f,-3.5,+1,4,4,4.5,e,-1.5,+1
sigma+,sigma-,106,78,-72811.400477,3.331648e-04,5,5,4.5,f,-4.5,+1,4,4,4.5,e,-2.5,+1
sigma+,sigma-,128,77,-72807.844785,1.614340e-02,5,5,5.5,f,-5.5,+1,4,4,4.5,e,-3.5,+1
sigma+,sigma-,129,78,-72807.840862,2.349517e-02,5,5,5.5,f,-4.5,+1,4,4,4.5,e,-2.5,+1
sigma+,sigma-,130,79,-72807.836937,2.468442e-02,5,5,5.5,f,-3.5,+1,4,4,4.5,e,-1.5,+1
sigma+,sigma-,131,80,-72807.833010,2.195455e-02,5,5,5.5,f,-2.5,+1,4,4,4.5,e,-0.5,+1
sigma+,sigma-,132,81,-72807.829081,1.716199e-02,5,5,5.5,f,-1.5,+1,4,4,4.5,e,+0.5,+1
sigma+,sigma-,133,82,-72807.825151,1.177506e-02,5,5,5.5,f,-0.5,+1,4,4,4.5,e,+1.5,+1
sigma+,sigma-,134,83,-72807.821218,6.872758e-03,5,5,5.5,f,+0.5,+1,4,4,4.5,e,+2.5,+1
sigma+,sigma-,135,84,-72807.817284,3.143643e-03,5,5,5.5,f,+1.5,+1,4,4,4.5,e,+3.5,+1
sigma+,sigma-,136,85,-72807.813349,8.846571e-04,5,5,5.5,f,+2.5,+1,4,4,4.5,e,+4.5,+1
sigma+,sigma-,106,61,-72806.979817,1.851138e-02,5,5,4.5,f,-4.5,+1,4,4,3.5,e,-2.5,+1
sigma+,sigma-,107,62,-72806.973921,2.467120e-02,5,5,4.5,f,-3.5,+1,4,4,3.5,e,-1.5,+1
sigma+,sigma-,108,63,-72806.968027,2.311932e-02,5,5,4.5,f,-2.5,+1,4,4,3.5,e,-0.5,+1
sigma+,sigma-,109,64,-72806.962135,1.760718e-02,5,5,4.5,f,-1.5,+1,4,4,3.5,e,+0.5,+1
sigma+,sigma-,110,65,-72806.956244,1.099980e-02,5,5,4.5,f,-0.5,+1,4,4,3.5,e,+1.5,+1
sigma+,sigma-,111,66,-72806.950355,5.277659e-03,5,5,4.5,f,+0.5,+1,4,4,3.5,e,+2.5,+1
sigma+,sigma-,112,67,-72806.944468,1.538665e-03,5,5,4.5,f,+1.5,+1,4,4,3.5,e,+3.5,+1
sigma+,sigma-,128,60,-72803.430092,2.044476e-03,5,5,5.5,f,-5.5,+1,4,4,3.5,e,-3.5,+1
sigma+,sigma-,129,61,-72803.420202,1.297613e-03,5,5,5.5,f,-4.5,+1,4,4,3.5,e,-2.5,+1
sigma+,sigma-,130,62,-72803.410319,7.765263e-04,5,5,5.5,f,-3.5,+1,4,4,3.5,e,-1.5,+1
sigma+,sigma-,131,63,-72803.400441,4.302737e-04,5,5,5.5,f,-2.5,+1,4,4,3.5,e,-0.5,+1
sigma+,sigma-,132,64,-72803.390570,2.145742e-04,5,5,5.5,f,-1.5,+1,4,4,3.5,e,+0.5,+1
sigma+,sigma-,133,65,-72803.380705,9.172018e-05,5,5,5.5,f,-0.5,+1,4,4,3.5,e,+1.5,+1
sigma+,sigma-,134,66,-72803.370846,3.049365e-05,5,5,5.5,f,+0.5,+1,4,4,3.5,e,+2.5,+1
sigma+,sigma-,135,67,-72803.360994,6.082844e-06,5,5,5.5,f,+1.5,+1,4,4,3.5,e,+3.5,+1
sigma+,sigma-,38,9,-72764.305643,2.199131e-02,3,3,2.5,f,-2.5,+1,1,1,1.5,f,-0.5,+1
sigma+,sigma-,39,10,-72764.267515,1.746215e-02,3,3,2.5,f,-1.5,+1,1,1,1.5,f,+0.5,+1
sigma+,sigma-,40,11,-72764.229200,6.500015e-03,3,3,2.5,f,-0.5,+1,1,1,1.5,f,+1.5,+1
sigma+,sigma-,52,8,-72758.578771,1.713984e-01,3,3,3.5,f,-3.5,+1,1,1,1.5,f,-1.5,+1
sigma+,sigma-,53,9,-72758.531828,7.360902e-02,3,3,3.5,f,-2.5,+1,1,1,1.5,f,-0.5,+1
sigma+,sigma-,54,10,-72758.484708,2.458698e-02,3,3,3.5,f,-1.5,+1,1,1,1.5,f,+0.5,+1
sigma+,sigma-,55,11,-72758.437415,4.927482e-03,3,3,3.5,f,-0.5,+1,1,1,1.5,f,+1.5,+1
sigma+,sigma-,38,2,-72749.294671,1.329978e-01,3,3,2.5,f,-2.5,+1,1,1,0.5,f,-0.5,+1
sigma+,sigma-,39,3,-72749.182552,2.652554e-02,3,3,2.5,f,-1.5,+1,1,1,0.5,f,+0.5,+1
sigma+,sigma-,53,2,-72743.520856,6.273053e-08,3,3,3.5,f,-2.5,+1,1,1,0.5,f,-0.5,+1
sigma+,sigma-,54,3,-72743.399745,2.048057e-08,3,3,3.5,f,-1.5,+1,1,1,0.5,f,+0.5,+1
sigma+,sigma-,32,5,-72737.851294,2.198868e-02,3,3,2.5,e,-2.5,-1,1,1,1.5,e,-0.5,-1
sigma+,sigma-,33,6,-72737.813990,1.745883e-02,3,3,2.5,e,-1.5,-1,1,1,1.5,e,+0.5,-1
sigma+,sigma-,34,7,-72737.776492,6.498332e-03,3,3,2.5,e,-0.5,-1,1,1,1.5,e,+1.5,-1
sigma+,sigma-,44,4,-72732.125319,1.713984e-01,3,3,3.5,e,-3.5,-1,1,1,1.5,e,-1.5,-1
sigma+,sigma-,45,5,-72732.078708,7.361751e-02,3,3,3.5,e,-2.5,-1,1,1,1.5,e,-0.5,-1
sigma+,sigma-,46,6,-72732.031915,2.459260e-02,3,3,3.5,e,-1.5,-1,1,1,1.5,e,+0.5,-1
sigma+,sigma-,47,7,-72731.984945,4.929158e-03,3,3,3.5,e,-0.5,-1,1,1,1.5,e,+1.5,-1
sigma+,sigma-,32,0,-72722.840888,1.329920e-01,3,3,2.5,e,-2.5,-1,1,1,0.5,e,-0.5,-1
sigma+,sigma-,33,1,-72722.728443,2.652325e-02,3,3,2.5,e,-1.5,-1,1,1,0.5,e,+0.5,-1
sigma+,sigma-,45,0,-72717.068302,5.146811e-08,3,3,3.5,e,-2.5,-1,1,1,0.5,e,-0.5,-1
sigma+,sigma-,46,1,-72716.946368,1.677402e-08,3,3,3.5,e,-1.5,-1,1,1,0.5,e,+0.5,-1
sigma+,sigma-,103,95,-72679.162407,3.273864e-04,5,5,4.5,e,+2.5,-1,4,4,4.5,f,+4.5,-1
sigma+,sigma-,102,94,-72679.158963,7.652770e-04,5,5,4.5,e,+1.5,-1,4,4,4.5,f,+3.5,-1
sigma+,sigma-,101,93,-72679.155512,1.149988e-03,5,5,4.5,e,+0.5,-1,4,4,4.5,f,+2.5,-1
sigma+,sigma-,100,92,-72679.152056,1.371513e-03,5,5,4.5,e,-0.5,-1,4,4,4.5,f,+1.5,-1
sigma+,sigma-,99,91,-72679.148593,1.374003e-03,5,5,4.5,e,-1.5,-1,4,4,4.5,f,+0.5,-1
sigma+,sigma-,98,90,-72679.145124,1.156265e-03,5,5,4.5,e,-2.5,-1,4,4,4.5,f,-0.5,-1
sigma+,sigma-,97,89,-72679.141650,7.722512e-04,5,5,4.5,e,-3.5,-1,4,4,4.5,f,-1.5,-1
sigma+,sigma-,96,88,-72679.138169,3.315711e-04,5,5,4.5,e,-4.5,-1,4,4,4.5,f,-2.5,-1
sigma+,sigma-,116,87,-72675.580785,1.614482e-02,5,5,5.5,e,-5.5,-1,4,4,4.5,f,-3.5,-1
sigma+,sigma-,117,88,-72675.579963,2.349775e-02,5,5,5.5,e,-4.5,-1,4,4,4.5,f,-2.5,-1
sigma+,sigma-,118,89,-72675.579139,2.468768e-02,5,5,5.5,e,-3.5,-1,4,4,4.5,f,-1.5,-1
sigma+,sigma-,119,90,-72675.578314,2.195792e-02,5,5,5.5,e,-2.5,-1,4,4,4.5,f,-0.5,-1
sigma+,sigma-,120,91,-72675.577489,1.716500e-02,5,5,5.5,e,-1.5,-1,4,4,4.5,f,+0.5,-1
sigma+,sigma-,121,92,-72675.576663,1.177738e-02,5,5,5.5,e,-0.5,-1,4,4,4.5,f,+1.5,-1
sigma+,sigma-,122,93,-72675.575835,6.874257e-03,5,5,5.5,e,+0.5,-1,4,4,4.5,f,+2.5,-1
sigma+,sigma-,123,94,-72675.575007,3.144395e-03,5,5,5.5,e,+1.5,-1,4,4,4.5,f,+3.5,-1
sigma+,sigma-,124,95,-72675.574178,8.848875e-04,5,5,5.5,e,+2.5,-1,4,4,4.5,f,+4.5,-1
sigma+,sigma-,96,69,-72674.716557,1.851357e-02,5,5,4.5,e,-4.5,-1,4,4,3.5,f,-2.5,-1
sigma+,sigma-,97,70,-72674.714465,2.467446e-02,5,5,4.5,e,-3.5,-1,4,4,3.5,f,-1.5,-1
sigma+,sigma-,98,71,-72674.712374,2.312269e-02,5,5,4.5,e,-2.5,-1,4,4,3.5,f,-0.5,-1
sigma+,sigma-,99,72,-72674.710284,1.760999e-02,5,5,4.5,e,-1.5,-1,4,4,3.5,f,+0.5,-1
sigma+,sigma-,100,73,-72674.708195,1.100170e-02,5,5,4.5,e,-0.5,-1,4,4,3.5,f,+1.5,-1
sigma+,sigma-,101,74,-72674.706106,5.278645e-03,5,5,4.5,e,+0.5,-1,4,4,3.5,f,+2.5,-1
sigma+,sigma-,102,75,-72674.704019,1.538974e-03,5,5,4.5,e,+1.5,-1,4,4,3.5,f,+3.5,-1
sigma+,sigma-,116,68,-72671.164754,2.043056e-03,5,5,5.5,e,-5.5,-1,4,4,3.5,f,-3.5,-1
sigma+,sigma-,117,69,-72671.158351,1.294439e-03,5,5,5.5,e,-4.5,-1,4,4,3.5,f,-2.5,-1
sigma+,sigma-,118,70,-72671.151955,7.732699e-04,5,5,5.5,e,-3.5,-1,4,4,3.5,f,-1.5,-1
sigma+,sigma-,119,71,-72671.145564,4.277201e-04,5,5,5.5,e,-2.5,-1,4,4,3.5,f,-0.5,-1
sigma+,sigma-,120,72,-72671.139180,2.129282e-04,5,5,5.5,e,-1.5,-1,4,4,3.5,f,+0.5,-1
sigma+,sigma-,121,73,-72671.132802,9.085788e-05,5,5,5.5,e,-0.5,-1,4,4,3.5,f,+1.5,-1
sigma+,sigma-,122,74,-72671.126429,3.015436e-05,5,5,5.5,e,+0.5,-1,4,4,3.5,f,+2.5,-1
sigma+,sigma-,123,75,-72671.120063,6.004700e-06,5,5,5.5,e,+1.5,-1,4,4,3.5,f,+3.5,-1
sigma+,sigma-,68,46,-58240.899983,1.198783e-03,4,4,3.5,f,-3.5,-1,3,3,3.5,e,-1.5,-1
sigma+,sigma-,69,47,-58240.899415,2.561248e-03,4,4,3.5,f,-2.5,-1,3,3,3.5,e,-0.5,-1
sigma+,sigma-,70,48,-58240.898836,3.404964e-03,4,4,3.5,f,-1.5,-1,3,3,3.5,e,+0.5,-1
sigma+,sigma-,71,49,-58240.898245,3.394994e-03,4,4,3.5,f,-0.5,-1,3,3,3.5,e,+1.5,-1
sigma+,sigma-,72,50,-58240.897643,2.538815e-03,4,4,3.5,f,+0.5,-1,3,3,3.5,e,+2.5,-1
sigma+,sigma-,73,51,-58240.897031,1.181335e-03,4,4,3.5,f,+1.5,-1,3,3,3.5,e,+3.5,-1
sigma+,sigma-,86,45,-58236.490095,2.853191e-02,4,4,4.5,f,-4.5,-1,3,3,3.5,e,-2.5,-1
sigma+,sigma-,87,46,-58236.483951,3.807707e-02,4,4,4.5,f,-3.5,-1,3,3,3.5,e,-1.5,-1
sigma+,sigma-,88,47,-58236.477803,3.572950e-02,4,4,4.5,f,-2.5,-1,3,3,3.5,e,-0.5,-1
sigma+,sigma-,89,48,-58236.471651,2.724695e-02,4,4,4.5,f,-1.5,-1,3,3,3.5,e,+0.5,-1
sigma+,sigma-,90,49,-58236.465495,1.704459e-02,4,4,4.5,f,-0.5,-1,3,3,3.5,e,+1.5,-1
sigma+,sigma-,91,50,-58236.459334,8.188689e-03,4,4,4.5,f,+0.5,-1,3,3,3.5,e,+2.5,-1
sigma+,sigma-,92,51,-58236.453170,2.390486e-03,4,4,4.5,f,+1.5,-1,3,3,3.5,e,+3.5,-1
sigma+,sigma-,68,33,-58235.117908,3.305661e-02,4,4,3.5,f,-3.5,-1,3,3,2.5,e,-1.5,-1
