eps1,eps2,i,j,freq_MHz,strength,a_J,a_F1,a_F,a_ef,a_mF,a_parity,b_J,b_F1,b_F,b_ef,b_mF,b_parity
sigma+,sigma-,69,28,-101863.460195,1.226612e-02,4,4,3.5,f,-2.5,-1,2,2,2.5,f,-0.5,-1
sigma+,sigma-,70,29,-101863.426758,9.090598e-03,4,4,3.5,f,-1.5,-1,2,2,2.5,f,+0.5,-1
sigma+,sigma-,71,30,-101863.393045,4.791749e-03,4,4,3.5,f,-0.5,-1,2,2,2.5,f,+1.5,-1
sigma+,sigma-,72,31,-101863.359063,1.480211e-03,4,4,3.5,f,+0.5,-1,2,2,2.5,f,+2.5,-1
sigma+,sigma-,86,26,-101859.174144,2.380797e-01,4,4,4.5,f,-4.5,-1,2,2,2.5,f,-2.5,-1
sigma+,sigma-,87,27,-101859.122431,1.327189e-01,4,4,4.5,f,-3.5,-1,2,2,2.5,f,-1.5,-1
sigma+,sigma-,88,28,-101859.070511,6.658274e-02,4,4,4.5,f,-2.5,-1,2,2,2.5,f,-0.5,-1
sigma+,sigma-,89,29,-101859.018390,2.862995e-02,4,4,4.5,f,-1.5,-1,2,2,2.5,f,+0.5,-1
sigma+,sigma-,90,30,-101858.966073,9.574418e-03,4,4,4.5,f,-0.5,-1,2,2,2.5,f,+1.5,-1
sigma+,sigma-,91,31,-101858.913564,1.921026e-03,4,4,4.5,f,+0.5,-1,2,2,2.5,f,+2.5,-1
sigma+,sigma-,68,16,-101855.257277,2.135694e-01,4,4,3.5,f,-3.5,-1,2,2,1.5,f,-1.5,-1
sigma+,sigma-,69,17,-101855.160613,9.122256e-02,4,4,3.5,f,-2.5,-1,2,2,1.5,f,-0.5,-1
sigma+,sigma-,70,18,-101855.064152,3.030743e-02,4,4,3.5,f,-1.5,-1,2,2,1.5,f,+0.5,-1
sigma+,sigma-,71,19,-101854.967890,6.041913e-03,4,4,3.5,f,-0.5,-1,2,2,1.5,f,+1.5,-1
sigma+,sigma-,87,16,-101850.886356,1.990739e-10,4,4,4.5,f,-3.5,-1,2,2,1.5,f,-1.5,-1
sigma+,sigma-,88,17,-101850.770929,6.439272e-11,4,4,4.5,f,-2.5,-1,2,2,1.5,f,-0.5,-1
sigma+,sigma-,89,18,-101850.655785,6.774158e-12,4,4,4.5,f,-1.5,-1,2,2,1.5,f,+0.5,-1
sigma+,sigma-,60,21,-101826.447936,1.085885e-02,4,4,3.5,e,-3.5,+1,2,2,2.5,e,-1.5,+1
sigma+,sigma-,61,22,-101826.416605,1.225739e-02,4,4,3.5,e,-2.5,+1,2,2,2.5,e,-0.5,+1
sigma+,sigma-,62,23,-101826.384969,9.081729e-03,4,4,3.5,e,-1.5,+1,2,2,2.5,e,+0.5,+1
sigma+,sigma-,63,24,-101826.353034,4.785872e-03,4,4,3.5,e,-0.5,+1,2,2,2.5,e,+1.5,+1
sigma+,sigma-,64,25,-101826.320807,1.478043e-03,4,4,3.5,e,+0.5,+1,2,2,2.5,e,+2.5,+1
sigma+,sigma-,76,20,-101822.132635,2.380797e-01,4,4,4.5,e,-4.5,+1,2,2,2.5,e,-2.5,+1
sigma+,sigma-,77,21,-101822.081447,1.327509e-01,4,4,4.5,e,-3.5,+1,2,2,2.5,e,-1.5,+1
sigma+,sigma-,78,22,-101822.030039,6.661433e-02,4,4,4.5,e,-2.5,+1,2,2,2.5,e,-0.5,+1
sigma+,sigma-,79,23,-101821.978419,2.864999e-02,4,4,4.5,e,-1.5,+1,2,2,2.5,e,+0.5,+1
sigma+,sigma-,80,24,-101821.926590,9.583209e-03,4,4,4.5,e,-0.5,+1,2,2,2.5,e,+1.5,+1
sigma+,sigma-,81,25,-101821.874559,1.923196e-03,4,4,4.5,e,+0.5,+1,2,2,2.5,e,+2.5,+1
sigma+,sigma-,60,12,-101818.215242,2.135422e-01,4,4,3.5,e,-3.5,+1,2,2,1.5,e,-1.5,+1
sigma+,sigma-,61,13,-101818.118067,9.119977e-02,4,4,3.5,e,-2.5,+1,2,2,1.5,e,-0.5,+1
sigma+,sigma-,62,14,-101818.021107,3.029630e-02,4,4,3.5,e,-1.5,+1,2,2,1.5,e,+0.5,+1
sigma+,sigma-,63,15,-101817.924357,6.039012e-03,4,4,3.5,e,-0.5,+1,2,2,1.5,e,+1.5,+1
sigma+,sigma-,77,12,-101813.848752,5.962098e-09,4,4,4.5,e,-3.5,+1,2,2,1.5,e,-1.5,+1
sigma+,sigma-,78,13,-101813.731501,4.973940e-09,4,4,4.5,e,-2.5,+1,2,2,1.5,e,-0.5,+1
sigma+,sigma-,79,14,-101813.614557,2.349286e-09,4,4,4.5,e,-1.5,+1,2,2,1.5,e,+0.5,+1
sigma+,sigma-,80,15,-101813.497913,5.707370e-10,4,4,4.5,e,-0.5,+1,2,2,1.5,e,+1.5,+1
sigma+,sigma-,111,83,-72811.346514,1.140704e-03,5,5,4.5,f,+0.5,+1,4,4,4.5,e,+2.5,+1
sigma+,sigma-,112,84,-72811.346508,7.545522e-04,5,5,4.5,f,+1.5,+1,4,4,4.5,e,+3.5,+1
sigma+,sigma-,110,82,-72811.346452,1.368733e-03,5,5,4.5,f,-0.5,+1,4,4,4.5,e,+1.5,+1
sigma+,sigma-,113,85,-72811.346437,3.208865e-04,5,5,4.5,f,+2.5,+1,4,4,4.5,e,+4.5,+1
sigma+,sigma-,109,81,-72811.346322,1.379673e-03,5,5,4.5,f,-1.5,+1,4,4,4.5,e,+0.5,+1
sigma+,sigma-,108,80,-72811.346123,1.168279e-03,5,5,4.5,f,-2.5,+1,4,4,4.5,e,-0.5,+1
sigma+,sigma-,107,79,-72811.345855,7.851996e-04,5,5,4.5,f,-3.5,+1,4,4,4.5,e,-1.5,+1
sigma+,sigma-,106,78,-72811.345515,3.392835e-04,5,5,4.5,f,-4.5,+1,4,4,4.5,e,-2.5,+1
sigma+,sigma-,128,77,-72807.840431,1.609147e-02,5,5,5.5,f,-5.5,+1,4,4,4.5,e,-3.5,+1
sigma+,sigma-,129,78,-72807.827359,2.345311e-02,5,5,5.5,f,-4.5,+1,4,4,4.5,e,-2.5,+1
sigma+,sigma-,130,79,-72807.814267,2.467492e-02,5,5,5.5,f,-3.5,+1,4,4,4.5,e,-1.5,+1
sigma+,sigma-,131,80,-72807.801155,2.197646e-02,5,5,5.5,f,-2.5,+1,4,4,4.5,e,-0.5,+1
sigma+,sigma-,132,81,-72807.788024,1.720249e-02,5,5,5.5,f,-1.5,+1,4,4,4.5,e,+0.5,+1
sigma+,sigma-,133,82,-72807.774874,1.181863e-02,5,5,5.5,f,-0.5,+1,4,4,4.5,e,+1.5,+1
sigma+,sigma-,134,83,-72807.761705,6.907261e-03,5,5,5.5,f,+0.5,+1,4,4,4.5,e,+2.5,+1
sigma+,sigma-,135,84,-72807.748518,3.163511e-03,5,5,5.5,f,+1.5,+1,4,4,4.5,e,+3.5,+1
sigma+,sigma-,136,85,-72807.735313,8.913805e-04,5,5,5.5,f,+2.5,+1,4,4,4.5,e,+4.5,+1
sigma+,sigma-,106,61,-72806.958950,1.852324e-02,5,5,4.5,f,-4.5,+1,4,4,3.5,e,-2.5,+1
sigma+,sigma-,107,62,-72806.939305,2.466181e-02,5,5,4.5,f,-3.5,+1,4,4,3.5,e,-1.5,+1
sigma+,sigma-,108,63,-72806.919679,2.308729e-02,5,5,4.5,f,-2.5,+1,4,4,3.5,e,-0.5,+1
sigma+,sigma-,109,64,-72806.900074,1.756539e-02,5,5,4.5,f,-1.5,+1,4,4,3.5,e,+0.5,+1
sigma+,sigma-,110,65,-72806.880487,1.096300e-02,5,5,4.5,f,-0.5,+1,4,4,3.5,e,+1.5,+1
sigma+,sigma-,111,66,-72806.860919,5.254957e-03,5,5,4.5,f,+0.5,+1,4,4,3.5,e,+2.5,+1
sigma+,sigma-,112,67,-72806.841370,1.530599e-03,5,5,4.5,f,+1.5,+1,4,4,3.5,e,+3.5,+1
sigma+,sigma-,128,60,-72803.473941,2.096676e-03,5,5,5.5,f,-5.5,+1,4,4,3.5,e,-3.5,+1
sigma+,sigma-,129,61,-72803.440793,1.322245e-03,5,5,5.5,f,-4.5,+1,4,4,3.5,e,-2.5,+1
sigma+,sigma-,130,62,-72803.407717,7.862440e-04,5,5,5.5,f,-3.5,+1,4,4,3.5,e,-1.5,+1
sigma+,sigma-,131,63,-72803.374712,4.329099e-04,5,5,5.5,f,-2.5,+1,4,4,3.5,e,-0.5,+1
sigma+,sigma-,132,64,-72803.341776,2.145352e-04,5,5,5.5,f,-1.5,+1,4,4,3.5,e,+0.5,+1
sigma+,sigma-,133,65,-72803.308910,9.113198e-05,5,5,5.5,f,-0.5,+1,4,4,3.5,e,+1.5,+1
sigma+,sigma-,134,66,-72803.276111,3.011040e-05,5,5,5.5,f,+0.5,+1,4,4,3.5,e,+2.5,+1
sigma+,sigma-,135,67,-72803.243380,5.969408e-06,5,5,5.5,f,+1.5,+1,4,4,3.5,e,+3.5,+1
sigma+,sigma-,38,9,-72764.240886,2.251674e-02,3,3,2.5,f,-2.5,+1,1,1,1.5,f,-0.5,+1
sigma+,sigma-,39,10,-72764.113872,1.756684e-02,3,3,2.5,f,-1.5,+1,1,1,1.5,f,+0.5,+1
sigma+,sigma-,40,11,-72763.984808,6.428937e-03,3,3,2.5,f,-0.5,+1,1,1,1.5,f,+1.5,+1
sigma+,sigma-,52,8,-72758.674149,1.713971e-01,3,3,3.5,f,-3.5,+1,1,1,1.5,f,-1.5,+1
sigma+,sigma-,53,9,-72758.518936,7.397091e-02,3,3,3.5,f,-2.5,+1,1,1,1.5,f,-0.5,+1
sigma+,sigma-,54,10,-72758.361732,2.482620e-02,3,3,3.5,f,-1.5,+1,1,1,1.5,f,+0.5,+1
sigma+,sigma-,55,11,-72758.202636,4.998601e-03,3,3,3.5,f,-0.5,+1,1,1,1.5,f,+1.5,+1
sigma+,sigma-,38,2,-72749.312530,1.321084e-01,3,3,2.5,f,-2.5,+1,1,1,0.5,f,-0.5,+1
sigma+,sigma-,39,3,-72748.938941,2.618136e-02,3,3,2.5,f,-1.5,+1,1,1,0.5,f,+0.5,+1
sigma+,sigma-,53,2,-72743.590580,7.044028e-07,3,3,3.5,f,-2.5,+1,1,1,0.5,f,-0.5,+1
sigma+,sigma-,54,3,-72743.186801,2.190300e-07,3,3,3.5,f,-1.5,+1,1,1,0.5,f,+0.5,+1
sigma+,sigma-,32,5,-72737.776454,2.250752e-02,3,3,2.5,e,-2.5,-1,1,1,1.5,e,-0.5,-1
sigma+,sigma-,33,6,-72737.652197,1.755537e-02,3,3,2.5,e,-1.5,-1,1,1,1.5,e,+0.5,-1
sigma+,sigma-,34,7,-72737.525820,6.423330e-03,3,3,2.5,e,-0.5,-1,1,1,1.5,e,+1.5,-1
sigma+,sigma-,44,4,-72732.212640,1.713971e-01,3,3,3.5,e,-3.5,-1,1,1,1.5,e,-1.5,-1
sigma+,sigma-,45,5,-72732.058561,7.400005e-02,3,3,3.5,e,-2.5,-1,1,1,1.5,e,-0.5,-1
sigma+,sigma-,46,6,-72731.902435,2.484526e-02,3,3,3.5,e,-1.5,-1,1,1,1.5,e,+0.5,-1
sigma+,sigma-,47,7,-72731.744365,5.004216e-03,3,3,3.5,e,-0.5,-1,1,1,1.5,e,+1.5,-1
sigma+,sigma-,32,0,-72722.849890,1.320887e-01,3,3,2.5,e,-2.5,-1,1,1,0.5,e,-0.5,-1
sigma+,sigma-,33,1,-72722.475223,2.617386e-02,3,3,2.5,e,-1.5,-1,1,1,0.5,e,+0.5,-1
sigma+,sigma-,45,0,-72717.131997,5.766262e-07,3,3,3.5,e,-2.5,-1,1,1,0.5,e,-0.5,-1
sigma+,sigma-,46,1,-72716.725461,1.782279e-07,3,3,3.5,e,-1.5,-1,1,1,0.5,e,+0.5,-1
sigma+,sigma-,103,95,-72679.135202,3.201342e-04,5,5,4.5,e,+2.5,-1,4,4,4.5,f,+4.5,-1
sigma+,sigma-,102,94,-72679.123867,7.513374e-04,5,5,4.5,e,+1.5,-1,4,4,4.5,f,+3.5,-1
sigma+,sigma-,101,93,-72679.112468,1.133643e-03,5,5,4.5,e,+0.5,-1,4,4,4.5,f,+2.5,-1
sigma+,sigma-,100,92,-72679.101002,1.357597e-03,5,5,4.5,e,-0.5,-1,4,4,4.5,f,+1.5,-1
sigma+,sigma-,99,91,-72679.089470,1.365745e-03,5,5,4.5,e,-1.5,-1,4,4,4.5,f,+0.5,-1
sigma+,sigma-,98,90,-72679.077870,1.154178e-03,5,5,4.5,e,-2.5,-1,4,4,4.5,f,-0.5,-1
sigma+,sigma-,97,89,-72679.066202,7.741603e-04,5,5,4.5,e,-3.5,-1,4,4,4.5,f,-1.5,-1
sigma+,sigma-,96,88,-72679.054464,3.338331e-04,5,5,4.5,e,-4.5,-1,4,4,4.5,f,-2.5,-1
sigma+,sigma-,116,87,-72675.543738,1.609635e-02,5,5,5.5,e,-5.5,-1,4,4,4.5,f,-3.5,-1
sigma+,sigma-,117,88,-72675.540975,2.346194e-02,5,5,5.5,e,-4.5,-1,4,4,4.5,f,-2.5,-1
sigma+,sigma-,118,89,-72675.538202,2.468596e-02,5,5,5.5,e,-3.5,-1,4,4,4.5,f,-1.5,-1
sigma+,sigma-,119,90,-72675.535420,2.198783e-02,5,5,5.5,e,-2.5,-1,4,4,4.5,f,-0.5,-1
sigma+,sigma-,120,91,-72675.532628,1.721256e-02,5,5,5.5,e,-1.5,-1,4,4,4.5,f,+0.5,-1
sigma+,sigma-,121,92,-72675.529827,1.182634e-02,5,5,5.5,e,-0.5,-1,4,4,4.5,f,+1.5,-1
sigma+,sigma-,122,93,-72675.527016,6.912216e-03,5,5,5.5,e,+0.5,-1,4,4,4.5,f,+2.5,-1
sigma+,sigma-,123,94,-72675.524196,3.165983e-03,5,5,5.5,e,+1.5,-1,4,4,4.5,f,+3.5,-1
sigma+,sigma-,124,95,-72675.521367,8.921328e-04,5,5,5.5,e,+2.5,-1,4,4,4.5,f,+4.5,-1
sigma+,sigma-,96,69,-72674.664781,1.853074e-02,5,5,4.5,e,-4.5,-1,4,4,3.5,f,-2.5,-1
sigma+,sigma-,97,70,-72674.657834,2.467285e-02,5,5,4.5,e,-3.5,-1,4,4,3.5,f,-1.5,-1
sigma+,sigma-,98,71,-72674.650898,2.309861e-02,5,5,4.5,e,-2.5,-1,4,4,3.5,f,-0.5,-1
sigma+,sigma-,99,72,-72674.643971,1.757473e-02,5,5,4.5,e,-1.5,-1,4,4,3.5,f,+0.5,-1
sigma+,sigma-,100,73,-72674.637054,1.096927e-02,5,5,4.5,e,-0.5,-1,4,4,3.5,f,+1.5,-1
sigma+,sigma-,101,74,-72674.630146,5.258172e-03,5,5,4.5,e,+0.5,-1,4,4,3.5,f,+2.5,-1
sigma+,sigma-,102,75,-72674.623248,1.531595e-03,5,5,4.5,e,+1.5,-1,4,4,3.5,f,+3.5,-1
sigma+,sigma-,116,68,-72671.172818,2.091789e-03,5,5,5.5,e,-5.5,-1,4,4,3.5,f,-3.5,-1
sigma+,sigma-,117,69,-72671.151291,1.311375e-03,5,5,5.5,e,-4.5,-1,4,4,3.5,f,-2.5,-1
sigma+,sigma-,118,70,-72671.129835,7.751977e-04,5,5,5.5,e,-3.5,-1,4,4,3.5,f,-1.5,-1
sigma+,sigma-,119,71,-72671.108448,4.243307e-04,5,5,5.5,e,-2.5,-1,4,4,3.5,f,-0.5,-1
sigma+,sigma-,120,72,-72671.087130,2.090589e-04,5,5,5.5,e,-1.5,-1,4,4,3.5,f,+0.5,-1
sigma+,sigma-,121,73,-72671.065879,8.829071e-05,5,5,5.5,e,-0.5,-1,4,4,3.5,f,+1.5,-1
sigma+,sigma-,122,74,-72671.044695,2.900318e-05,5,5,5.5,e,+0.5,-1,4,4,3.5,f,+2.5,-1
sigma+,sigma-,123,75,-72671.023576,5.716831e-06,5,5,5.5,e,+1.5,-1,4,4,3.5,f,+3.5,-1
sigma+,sigma-,68,46,-58240.828912,1.218584e-03,4,4,3.5,f,-3.5,-1,3,3,3.5,e,-1.5,-1
sigma+,sigma-,69,47,-58240.827158,2.585379e-03,4,4,3.5,f,-2.5,-1,3,3,3.5,e,-0.5,-1
sigma+,sigma-,70,48,-58240.825278,3.413402e-03,4,4,3.5,f,-1.5,-1,3,3,3.5,e,+0.5,-1
sigma+,sigma-,71,49,-58240.823274,3.380337e-03,4,4,3.5,f,-0.5,-1,3,3,3.5,e,+1.5,-1
sigma+,sigma-,72,50,-58240.821147,2.510967e-03,4,4,3.5,f,+0.5,-1,3,3,3.5,e,+2.5,-1
sigma+,sigma-,73,51,-58240.818899,1.160683e-03,4,4,3.5,f,+1.5,-1,3,3,3.5,e,+3.5,-1
sigma+,sigma-,86,45,-58236.478461,2.842048e-02,4,4,4.5,f,-4.5,-1,3,3,3.5,e,-2.5,-1
sigma+,sigma-,87,46,-58236.457991,3.801159e-02,4,4,4.5,f,-3.5,-1,3,3,3.5,e,-1.5,-1
sigma+,sigma-,88,47,-58236.437474,3.574473e-02,4,4,4.5,f,-2.5,-1,3,3,3.5,e,-0.5,-1
